people_ID,Infect_prob
23299,55.54935127
23259,55.54935127
25023,54.09500637
23586,54.09500637
17663,49.62736538
22929,53.51946337
24787,54.09500637
10694,50.91643935
4782,52.12550207
22788,55.02428121
11523,54.72899788
10150,53.64062107
18222,48.69292356
8442,52.80706695
24120,54.09500637
16655,53.82820773
8436,52.80706695
24782,54.09500637
16487,53.82820773
10817,50.91643935
12176,53.32729897
5128,51.97336057
11554,54.72899788
17463,54.71550302
4798,52.12550207
6912,54.54372196
7732,52.48604905
20841,51.62910377
18115,55.93575272
20847,51.62910377
19422,53.22601105
5846,50.18228968
19370,53.22601105
19247,53.22601105
17692,49.61980803
10481,51.47724919
7150,54.54372196
18391,51.36732333
20431,51.62910377
19163,53.22601105
6850,54.54372196
5058,51.48180801
10417,51.47724919
21352,53.18934891
18154,54.35771106
10142,53.64062107
8716,50.95378931
7802,52.48604905
11521,54.72899788
18860,49.48276122
10324,51.47724919
23081,54.05484272
8460,52.80706695
20310,51.62910377
24189,54.09500637
7985,52.80706695
23444,55.54935127
20432,51.62910377
24753,54.09500637
5321,51.36604259
5913,50.36779475
7899,52.48604905
18725,51.32541487
10311,51.47724919
23008,54.05484272
23360,55.54935127
8430,52.80706695
25131,54.09500637
8297,52.80706695
23957,54.09500637
25183,54.09500637
19139,53.22601105
23804,54.09500637
23215,55.54935127
23938,54.09500637
4103,49.40871424
11446,54.72899788
23170,54.05484272
8541,52.80706695
23827,54.09500637
10960,50.91643935
6100,51.12293261
10182,53.64062107
21361,51.34294744
19685,53.22601105
18385,51.36732333
11940,53.32729897
22930,53.51946337
22736,55.02428121
6497,53.87029061
5693,53.91981766
23687,54.09500637
3992,48.27233132
11965,53.32729897
19014,49.20980709
7956,52.80706695
11348,54.72899788
25134,54.09500637
11566,54.72899788
20487,51.62910377
5182,54.92721512
5849,50.18228968
20198,51.62910377
22846,53.11806502
17389,54.71550302
20744,51.62910377
18428,51.84739646
10483,51.47724919
24534,54.09500637
19395,53.22601105
4827,52.12550207
4018,48.27233132
19211,53.22601105
23099,54.05484272
17738,50.78489942
12242,53.32729897
16975,53.44669217
6436,52.92575125
18715,51.32541487
21134,51.62910377
20878,51.62910377
7830,52.48604905
16583,53.82820773
20058,53.22601105
19121,53.22601105
7902,52.80706695
24062,54.09500637
10461,51.47724919
11663,53.1152646
18383,51.36732333
23977,54.09500637
11210,52.55276826
16694,53.82820773
8336,52.80706695
19039,49.20980709
24549,54.09500637
11477,54.72899788
16998,54.71550302
20337,51.62910377
10530,50.91643935
12167,53.32729897
18786,52.7632726
10460,51.47724919
17736,50.78489942
4428,50.24283297
21187,51.62910377
8384,52.80706695
20360,51.62910377
12391,55.47177569
8754,50.95378931
11074,50.91643935
16545,53.82820773
24322,54.09500637
7227,54.54372196
24975,54.09500637
18689,51.52920575
11945,53.32729897
5729,54.38605183
8469,52.80706695
12398,55.47177569
6696,53.61976276
23276,55.54935127
4816,52.12550207
24278,54.09500637
7561,52.48604905
16559,53.82820773
6339,55.6070452
8229,52.80706695
19600,53.22601105
7675,52.48604905
20384,51.62910377
19343,53.22601105
10115,55.01354904
17601,49.96611654
5800,51.94283427
4173,49.40871424
18355,55.19501931
10611,50.91643935
16508,53.82820773
17876,55.83797044
5098,53.54999829
24945,54.09500637
24300,54.09500637
18988,49.20980709
10364,51.47724919
18213,48.46149059
4673,52.12550207
6659,53.87029061
4645,52.12550207
6581,53.87029061
20249,51.62910377
8209,52.80706695
5815,51.94283427
16405,53.86700614
24164,54.09500637
19127,53.22601105
20508,51.62910377
23560,54.09500637
7070,54.54372196
7747,52.48604905
8563,52.80706695
21239,51.62910377
18865,49.11524649
7105,54.54372196
4766,52.12550207
20493,51.62910377
8619,52.80706695
4113,49.40871424
6010,51.63369036
17291,54.71550302
4863,52.12550207
10167,53.64062107
4085,49.40871424
7457,54.54372196
8459,52.80706695
7063,54.54372196
6642,53.87029061
23812,54.09500637
5853,50.18228968
17081,54.71550302
24407,54.09500637
10678,50.91643935
18280,49.46717929
7241,54.54372196
8148,52.80706695
23862,54.09500637
18799,51.39774337
23736,54.09500637
6593,53.87029061
12173,53.32729897
11914,53.32729897
3892,49.29498673
19220,53.22601105
16994,54.71550302
17691,49.61980803
5806,51.94283427
24460,54.09500637
19554,53.22601105
11369,54.72899788
10442,51.47724919
17480,52.71067595
20683,51.62910377
17705,49.49530742
7915,52.48604905
17271,54.71550302
11109,51.58406331
20822,51.62910377
4591,52.12550207
17980,53.87126453
11682,53.1152646
21263,51.62910377
4366,50.24283297
5577,52.61792804
25081,54.09500637
4141,49.40871424
24107,54.09500637
10990,50.91643935
6346,52.92575125
8105,52.80706695
10214,51.47724919
19841,53.22601105
17711,49.3409122
23267,55.54935127
7324,54.54372196
6535,53.87029061
23291,55.54935127
7504,54.54372196
22933,53.51946337
19749,53.22601105
8066,52.80706695
11033,50.91643935
4343,50.24283297
10408,51.47724919
4041,49.40871424
20163,55.61097084
8374,52.80706695
7030,54.54372196
22809,52.86882081
4771,52.12550207
7679,52.48604905
22893,53.51946337
20225,51.62910377
24465,54.09500637
4329,50.24283297
7157,54.54372196
25078,54.09500637
10984,50.91643935
10668,50.91643935
8141,52.80706695
20572,51.62910377
7696,52.48604905
6054,51.61734345
18983,49.20980709
4625,52.12550207
7521,54.54372196
4655,52.12550207
24579,54.09500637
20213,51.62910377
22990,54.05484272
5923,50.15963517
8525,52.80706695
10913,50.91643935
12514,50.86670231
10173,53.64062107
7163,54.54372196
21256,51.62910377
4368,50.24283297
24316,54.09500637
20857,51.62910377
11352,54.72899788
8570,52.80706695
10459,51.47724919
16580,53.82820773
5272,50.38581849
16928,53.82820773
23176,54.05484272
10185,53.64062107
10602,50.91643935
7046,54.54372196
20823,51.62910377
11576,54.72899788
8335,52.80706695
20729,51.62910377
12421,53.30126074
20028,53.22601105
6591,53.87029061
4241,49.40871424
19866,53.22601105
17604,49.96611654
23202,55.54935127
19682,53.22601105
16364,51.3234334
23707,54.09500637
6482,53.87029061
17585,49.96611654
7864,52.48604905
20865,51.62910377
7803,52.48604905
11960,53.32729897
4145,49.40871424
20229,51.62910377
6631,53.87029061
20095,53.22601105
21350,53.18934891
6133,49.31125539
18474,53.58664894
6028,52.58095286
18284,49.46717929
21312,53.18934891
23990,54.09500637
11152,52.55276826
10373,51.47724919
4002,48.27233132
18393,52.11370226
18375,49.64801108
23233,55.54935127
23013,54.05484272
7684,52.48604905
7836,52.48604905
7486,54.54372196
22885,53.51946337
20048,53.22601105
16481,53.82820773
18733,52.90312246
6266,52.90266138
10073,54.95130794
18401,52.11370226
8462,52.80706695
17294,54.71550302
10983,50.91643935
7443,54.54372196
11674,53.1152646
20895,51.62910377
17699,49.44851284
19939,53.22601105
18597,55.20691347
6338,55.6070452
20799,51.62910377
10587,50.91643935
23003,54.05484272
24006,54.09500637
17695,49.44851284
4711,52.12550207
7142,54.54372196
24899,54.09500637
11408,54.72899788
11260,52.55276826
24456,54.09500637
19124,53.22601105
24196,54.09500637
19359,53.22601105
17441,54.71550302
6164,50.1267138
11565,54.72899788
16973,53.44669217
10217,51.47724919
5848,50.18228968
17726,50.33175287
17129,54.71550302
6426,52.92575125
11539,54.72899788
12487,53.30126074
7217,54.54372196
24472,54.09500637
19194,53.22601105
17541,52.71067595
8106,52.80706695
17363,54.71550302
6829,54.54372196
23032,54.05484272
17724,50.33175287
8596,52.80706695
5505,51.91471009
6872,54.54372196
8053,52.80706695
10829,50.91643935
12083,53.32729897
6903,54.54372196
4115,49.40871424
24942,54.09500637
19480,53.22601105
7903,52.48604905
18843,48.87590659
7053,54.54372196
22794,55.02428121
5613,50.80089619
25208,54.09500637
21104,51.62910377
10387,51.47724919
24576,54.09500637
20642,51.62910377
10860,50.91643935
23631,54.09500637
24918,54.09500637
6107,51.12293261
11716,53.1152646
24088,54.09500637
11227,52.55276826
7633,52.48604905
20515,51.62910377
11192,52.55276826
21016,51.62910377
6636,53.87029061
11398,54.72899788
4310,50.24283297
18973,49.20980709
16591,53.82820773
19845,53.22601105
10302,51.47724919
6614,53.87029061
23270,55.54935127
19278,53.22601105
18747,53.88916212
23350,55.54935127
20404,51.62910377
6058,51.64566741
5397,52.26300686
6708,54.54372196
12387,55.47177569
12120,53.32729897
11859,53.1152646
18722,51.32541487
7205,54.54372196
19552,53.22601105
6805,54.54372196
20789,51.62910377
20596,51.62910377
7541,52.905008
16885,53.82820773
5002,51.48180801
17153,54.71550302
24822,54.09500637
19484,53.22601105
5910,50.36779475
24286,54.09500637
23757,54.09500637
20702,51.62910377
20948,51.62910377
21164,51.62910377
10236,51.47724919
8363,52.80706695
18441,54.55484239
11137,52.55276826
23794,54.09500637
19351,53.22601105
8407,52.80706695
16699,53.82820773
23869,54.09500637
11231,52.55276826
24815,54.09500637
7202,54.54372196
12102,53.32729897
22739,55.02428121
23916,54.09500637
18300,54.93592313
23699,54.09500637
24200,54.09500637
18302,54.93592313
11728,53.1152646
4409,50.24283297
18536,55.18596704
7354,54.54372196
11890,53.32729897
5456,49.70583137
16771,53.82820773
12171,53.32729897
20370,51.62910377
18687,51.52920575
24638,54.09500637
18453,55.19272873
17133,54.71550302
23880,54.09500637
20486,51.62910377
7313,54.54372196
7221,54.54372196
3958,48.27233132
24191,54.09500637
19449,53.22601105
10800,50.91643935
17134,54.71550302
8510,52.80706695
18953,49.20980709
19269,53.22601105
12503,53.30126074
19024,49.20980709
17276,54.71550302
10552,50.91643935
17156,54.71550302
4878,52.12550207
20846,51.62910377
18543,54.38048149
7353,54.54372196
23386,55.54935127
16901,53.82820773
7515,54.54372196
4490,50.90741769
20548,51.62910377
7847,52.48604905
16958,53.82820773
8646,52.80706695
18236,48.86079889
11366,54.72899788
24508,54.09500637
25011,54.09500637
7585,52.48604905
11130,51.58406331
8709,50.95378931
5612,50.80089619
5061,51.48180801
19921,53.22601105
23523,54.09500637
23953,54.09500637
16675,53.82820773
8699,50.95378931
7552,52.48604905
23875,54.09500637
23731,54.09500637
3955,48.27233132
6852,54.54372196
23324,55.54935127
19465,53.22601105
3888,49.29498673
20407,51.62910377
5946,52.37758048
19653,53.22601105
16857,53.82820773
24034,54.09500637
19790,53.22601105
22769,55.02428121
10734,50.91643935
12480,53.30126074
10944,50.91643935
24689,54.09500637
7434,54.54372196
4965,51.48180801
16919,53.82820773
11432,54.72899788
23605,54.09500637
23766,54.09500637
20813,51.62910377
24236,54.09500637
8658,52.80706695
22808,52.86882081
20503,51.62910377
24724,54.09500637
7624,52.48604905
24727,54.09500637
7717,52.48604905
12342,53.51212372
11173,52.55276826
6425,52.92575125
12451,53.30126074
5345,48.82492618
19959,53.22601105
17903,56.89338046
6910,54.54372196
6926,54.54372196
23770,54.09500637
11578,54.72899788
16550,53.82820773
5221,58.47645779
21144,51.62910377
16758,53.82820773
19231,53.22601105
22876,53.11806502
5484,49.7450248
4937,51.48180801
17985,53.58090961
11052,50.91643935
16389,53.86700614
19948,53.22601105
11900,53.32729897
17531,52.71067595
19096,53.22601105
23968,54.09500637
4893,51.48180801
8194,52.80706695
10516,50.91643935
16518,53.82820773
17098,54.71550302
18278,49.46717929
25094,54.09500637
7119,54.54372196
17626,49.99506874
20741,51.62910377
22750,55.02428121
6917,54.54372196
17178,54.71550302
20318,51.62910377
21154,51.62910377
20294,51.62910377
6479,53.87029061
19310,53.22601105
22712,55.02428121
11054,50.91643935
4075,49.40871424
19534,53.22601105
24329,54.09500637
20723,51.62910377
6448,53.87029061
16676,53.82820773
19830,53.22601105
12156,53.32729897
23250,55.54935127
4302,50.24283297
6791,54.54372196
6382,52.92575125
11815,53.1152646
16516,53.82820773
7612,52.48604905
11628,53.1152646
7184,54.54372196
22817,52.86882081
17881,55.83797044
7167,54.54372196
5531,52.5386044
11353,54.72899788
19616,53.22601105
6330,55.6070452
25092,54.09500637
20317,51.62910377
5543,51.56106838
17542,52.71067595
5969,51.152405
7329,54.54372196
21267,51.62910377
5560,53.3732243
8497,52.80706695
16355,51.3234334
19522,53.22601105
5814,51.94283427
5008,51.48180801
5286,51.67328012
4405,50.24283297
11234,52.55276826
25189,54.09500637
4799,52.12550207
22828,53.11806502
12265,53.51212372
16932,53.82820773
24673,54.09500637
18043,53.29460518
19676,53.22601105
20500,51.62910377
22843,53.11806502
23830,54.09500637
6276,54.10638939
6174,53.24680965
8096,52.80706695
19963,53.22601105
7755,52.48604905
22727,55.02428121
16325,52.75147622
17341,54.71550302
19314,53.22601105
17797,53.05694693
24491,54.09500637
23554,54.09500637
10884,50.91643935
4359,50.24283297
19043,49.20980709
11992,53.32729897
11114,52.55276826
6960,54.54372196
19178,53.22601105
24378,54.09500637
24879,54.09500637
19377,53.22601105
11276,52.55276826
17677,49.61980803
10732,50.91643935
21288,53.18934891
18779,52.7632726
6769,54.54372196
12159,53.32729897
20570,51.62910377
21172,51.62910377
17068,54.71550302
23533,54.09500637
20287,51.62910377
16503,53.82820773
20907,51.62910377
10836,50.91643935
21137,51.62910377
11128,52.55276826
7869,52.48604905
18671,51.52920575
4725,52.12550207
11062,50.91643935
24529,54.09500637
17837,53.39011011
11161,52.55276826
3937,48.34349024
17243,54.71550302
5359,49.96801945
17829,53.39011011
7685,52.48604905
5074,51.48180801
6499,53.87029061
10100,55.01354904
10628,50.91643935
11097,51.58406331
7468,54.54372196
23893,54.09500637
16350,54.42588435
8186,52.80706695
11803,53.1152646
11572,54.72899788
10153,53.64062107
11307,54.72899788
12435,53.30126074
8042,52.80706695
11532,54.72899788
7716,52.48604905
18705,50.89942943
16573,53.82820773
11862,53.1152646
19941,53.22601105
8440,52.80706695
19573,53.22601105
17574,49.96611654
12088,53.32729897
4140,49.40871424
24984,54.09500637
19261,53.22601105
23169,54.05484272
25126,54.09500637
11184,52.55276826
18831,50.41619858
24181,54.09500637
23866,54.09500637
20532,51.62910377
6038,54.16863711
24303,54.09500637
21161,51.62910377
17995,53.58090961
20502,51.62910377
4822,52.12550207
22827,53.11806502
5953,52.37758048
6477,53.87029061
4237,49.40871424
4455,50.24283297
10429,51.47724919
24720,54.09500637
16808,53.82820773
18620,53.85087707
22877,53.51946337
6721,54.54372196
24804,54.09500637
10304,51.47724919
22873,53.51946337
4468,50.24283297
5956,52.37758048
8102,52.80706695
18241,48.86079889
25201,54.09500637
4958,51.48180801
6748,54.54372196
7677,52.48604905
21244,51.62910377
5322,51.36604259
19057,49.20980709
5864,51.25832975
18533,55.18596704
4175,49.40871424
19000,49.20980709
21417,52.259634
6049,51.61734345
5437,52.24050261
20376,51.62910377
19212,53.22601105
20961,51.62910377
5732,54.38605183
6595,53.87029061
10157,53.64062107
24067,54.09500637
12292,53.51212372
24845,54.09500637
21179,51.62910377
6679,53.61976276
22895,53.51946337
23271,55.54935127
8261,52.80706695
19476,53.22601105
18226,48.69292356
5770,54.52938086
11810,53.1152646
10915,50.91643935
17680,49.61980803
12080,53.32729897
6629,53.87029061
23910,54.09500637
17796,53.05694693
10893,50.91643935
24138,54.09500637
19701,53.22601105
19281,53.22601105
23266,55.54935127
